"Points : 0", "Points : 1", "Points : 2","i", "j", "k","active : 0", "active : 1", "active : 2"
-0.706667, -0.05, 0.16, 2, 0, 1, 0, 0, 0
-0.585, -0.05, 0.16, 3, 0, 1, 0, 0, 0
-0.463333, -0.05, 0.16, 4, 0, 1, 0, 0, 0
-0.341667, -0.05, 0.16, 5, 0, 1, 0, 0, 0
-0.22, -0.05, 0.16, 6, 0, 1, 0, 0, 0
-0.95, 0.103333, 0.16, 0, 1, 1, 0, 0, 0
-0.810756, 0.0957445, 0.280482, 1, 1, 1, 1, 1, 1
-0.709679, 0.116634, 0.259007, 2, 1, 1, 1, 1, 1
-0.631487, 0.176724, 0.196595, 3, 1, 1, 1, 1, 1
-0.511808, 0.201268, 0.127452, 4, 1, 1, 1, 1, 1
-0.34792, 0.144884, 0.0954065, 5, 1, 1, 1, 1, 1
-0.22, 0.103333, 0.16, 6, 1, 1, 0, 0, 0
-0.95, 0.256667, 0.16, 0, 2, 1, 0, 0, 0
-0.803215, 0.286646, 0.298787, 1, 2, 1, 1, 1, 1
-0.714692, 0.291967, 0.296282, 2, 2, 1, 1, 1, 1
-0.639417, 0.242046, 0.283285, 3, 2, 1, 1, 1, 1
-0.583634, 0.33168, 0.232182, 4, 2, 1, 1, 1, 1
-0.414129, 0.352873, 0.0980414, 5, 2, 1, 1, 1, 1
-0.22, 0.256667, 0.16, 6, 2, 1, 0, 0, 0
-0.95, 0.41, 0.16, 0, 3, 1, 0, 0, 0
-0.813154, 0.427388, 0.333963, 1, 3, 1, 1, 1, 1
-0.711139, 0.400362, 0.33309, 2, 3, 1, 1, 1, 1
-0.600607, 0.312138, 0.332855, 3, 3, 1, 1, 1, 1
-0.58291, 0.406439, 0.312193, 4, 3, 1, 1, 1, 1
-0.426906, 0.395931, 0.136229, 5, 3, 1, 1, 1, 1
-0.22, 0.41, 0.16, 6, 3, 1, 0, 0, 0
-0.95, 0.563333, 0.16, 0, 4, 1, 0, 0, 0
-0.815598, 0.559528, 0.292649, 1, 4, 1, 1, 1, 1
-0.708019, 0.547631, 0.28128, 2, 4, 1, 1, 1, 1
-0.602979, 0.553189, 0.260685, 3, 4, 1, 1, 1, 1
-0.515694, 0.553773, 0.253254, 4, 4, 1, 1, 1, 1
-0.338843, 0.463311, 0.00957228, 5, 4, 1, 1, 1, 1
-0.22, 0.563333, 0.16, 6, 4, 1, 0, 0, 0
-0.95, 0.716667, 0.16, 0, 5, 1, 0, 0, 0
-0.818779, 0.709455, 0.224013, 1, 5, 1, 1, 1, 1
-0.708249, 0.717645, 0.224228, 2, 5, 1, 1, 1, 1
-0.597308, 0.753215, 0.226373, 3, 5, 1, 1, 1, 1
-0.480556, 0.710742, 0.17117, 4, 5, 1, 1, 1, 1
-0.323606, 0.61234, -0.0922666, 5, 5, 1, 1, 1, 1
-0.22, 0.716667, 0.16, 6, 5, 1, 0, 0, 0
-0.95, 0.87, 0.16, 0, 6, 1, 0, 0, 0
-0.828333, 0.87, 0.16, 1, 6, 1, 0, 0, 0
-0.706667, 0.87, 0.16, 2, 6, 1, 0, 0, 0
-0.585, 0.87, 0.16, 3, 6, 1, 0, 0, 0
-0.463333, 0.87, 0.16, 4, 6, 1, 0, 0, 0
-0.341667, 0.87, 0.16, 5, 6, 1, 0, 0, 0
-0.22, 0.87, 0.16, 6, 6, 1, 0, 0, 0
-0.95, -0.05, 0.29, 0, 0, 2, 0, 0, 0
-0.828333, -0.05, 0.29, 1, 0, 2, 0, 0, 0
-0.706667, -0.05, 0.29, 2, 0, 2, 0, 0, 0
-0.585, -0.05, 0.29, 3, 0, 2, 0, 0, 0
-0.463333, -0.05, 0.29, 4, 0, 2, 0, 0, 0
-0.341667, -0.05, 0.29, 5, 0, 2, 0, 0, 0
-0.22, -0.05, 0.29, 6, 0, 2, 0, 0, 0
-0.95, 0.103333, 0.29, 0, 1, 2, 0, 0, 0
-0.824163, 0.12078, 0.312569, 1, 1, 2, 1, 1, 1
-0.710934, 0.13368, 0.302404, 2, 1, 2, 1, 1, 1
-0.605755, 0.138244, 0.291012, 3, 1, 2, 1, 1, 1
-0.497548, 0.187681, 0.234965, 4, 1, 2, 1, 1, 1
-0.356526, 0.177663, 0.203713, 5, 1, 2, 1, 1, 1
-0.22, 0.103333, 0.29, 6, 1, 2, 0, 0, 0
-0.95, 0.256667, 0.29, 0, 2, 2, 0, 0, 0
-0.829162, 0.329113, 0.32036, 1, 2, 2, 1, 1, 1
-0.741431, 0.37409, 0.262129, 2, 2, 2, 1, 1, 1
-0.617467, 0.263192, 0.273716, 3, 2, 2, 1, 1, 1
-0.59318, 0.404118, 0.24948, 4, 2, 2, 1, 1, 1
-0.469924, 0.49695, 0.0827437, 5, 2, 2, 1, 1, 1
-0.22, 0.256667, 0.29, 6, 2, 2, 0, 0, 0
-0.95, 0.41, 0.29, 0, 3, 2, 0, 0, 0
-0.840741, 0.444354, 0.341375, 1, 3, 2, 1, 1, 1
-0.723589, 0.429131, 0.285508, 2, 3, 2, 1, 1, 1
-0.561806, 0.309897, 0.29337, 3, 3, 2, 1, 1, 1
-0.569568, 0.434722, 0.341572, 4, 3, 2, 1, 1, 1
-0.355692, 0.36631, 0.105184, 5, 3, 2, 1, 1, 1
-0.22, 0.41, 0.29, 6, 3, 2, 0, 0, 0
-0.95, 0.563333, 0.29, 0, 4, 2, 0, 0, 0
-0.828958, 0.560561, 0.329058, 1, 4, 2, 1, 1, 1
-0.701838, 0.53747, 0.319988, 2, 4, 2, 1, 1, 1
-0.582231, 0.533834, 0.334981, 3, 4, 2, 1, 1, 1
-0.48207, 0.522783, 0.331801, 4, 4, 2, 1, 1, 1
-0.223435, 0.329005, 0.0731869, 5, 4, 2, 1, 1, 1
-0.22, 0.563333, 0.29, 6, 4, 2, 0, 0, 0
-0.95, 0.716667, 0.29, 0, 5, 2, 0, 0, 0
-0.826416, 0.707349, 0.30808, 1, 5, 2, 1, 1, 1
-0.707516, 0.708252, 0.304896, 2, 5, 2, 1, 1, 1
-0.590582, 0.725864, 0.322172, 3, 5, 2, 1, 1, 1
-0.470028, 0.716596, 0.285319, 4, 5, 2, 1, 1, 1
-0.315231, 0.644745, 0.0736375, 5, 5, 2, 1, 1, 1
-0.22, 0.716667, 0.29, 6, 5, 2, 0, 0, 0
-0.95, 0.87, 0.29, 0, 6, 2, 0, 0, 0
-0.828333, 0.87, 0.29, 1, 6, 2, 0, 0, 0
-0.706667, 0.87, 0.29, 2, 6, 2, 0, 0, 0
-0.585, 0.87, 0.29, 3, 6, 2, 0, 0, 0
-0.463333, 0.87, 0.29, 4, 6, 2, 0, 0, 0
-0.341667, 0.87, 0.29, 5, 6, 2, 0, 0, 0
-0.22, 0.87, 0.29, 6, 6, 2, 0, 0, 0
-0.95, -0.05, 0.42, 0, 0, 3, 0, 0, 0
-0.828333, -0.05, 0.42, 1, 0, 3, 0, 0, 0
-0.706667, -0.05, 0.42, 2, 0, 3, 0, 0, 0
-0.585, -0.05, 0.42, 3, 0, 3, 0, 0, 0
-0.463333, -0.05, 0.42, 4, 0, 3, 0, 0, 0
-0.341667, -0.05, 0.42, 5, 0, 3, 0, 0, 0
-0.22, -0.05, 0.42, 6, 0, 3, 0, 0, 0
-0.95, 0.103333, 0.42, 0, 1, 3, 0, 0, 0
-0.828333, 0.103333, 0.42, 1, 1, 3, 0, 0, 0
-0.706667, 0.103333, 0.42, 2, 1, 3, 0, 0, 0
-0.585, 0.103333, 0.42, 3, 1, 3, 0, 0, 0
-0.463333, 0.103333, 0.42, 4, 1, 3, 0, 0, 0
-0.341667, 0.103333, 0.42, 5, 1, 3, 0, 0, 0
-0.22, 0.103333, 0.42, 6, 1, 3, 0, 0, 0
-0.95, 0.256667, 0.42, 0, 2, 3, 0, 0, 0
-0.828333, 0.256667, 0.42, 1, 2, 3, 0, 0, 0
-0.706667, 0.256667, 0.42, 2, 2, 3, 0, 0, 0
-0.585, 0.256667, 0.42, 3, 2, 3, 0, 0, 0
-0.463333, 0.256667, 0.42, 4, 2, 3, 0, 0, 0
-0.341667, 0.256667, 0.42, 5, 2, 3, 0, 0, 0
-0.22, 0.256667, 0.42, 6, 2, 3, 0, 0, 0
-0.95, 0.41, 0.42, 0, 3, 3, 0, 0, 0
-0.828333, 0.41, 0.42, 1, 3, 3, 0, 0, 0
-0.706667, 0.41, 0.42, 2, 3, 3, 0, 0, 0
-0.585, 0.41, 0.42, 3, 3, 3, 0, 0, 0
-0.463333, 0.41, 0.42, 4, 3, 3, 0, 0, 0
-0.341667, 0.41, 0.42, 5, 3, 3, 0, 0, 0
-0.22, 0.41, 0.42, 6, 3, 3, 0, 0, 0
-0.95, 0.563333, 0.42, 0, 4, 3, 0, 0, 0
-0.828333, 0.563333, 0.42, 1, 4, 3, 0, 0, 0
-0.706667, 0.563333, 0.42, 2, 4, 3, 0, 0, 0
-0.585, 0.563333, 0.42, 3, 4, 3, 0, 0, 0
-0.463333, 0.563333, 0.42, 4, 4, 3, 0, 0, 0
-0.341667, 0.563333, 0.42, 5, 4, 3, 0, 0, 0
-0.22, 0.563333, 0.42, 6, 4, 3, 0, 0, 0
-0.95, 0.716667, 0.42, 0, 5, 3, 0, 0, 0
-0.828333, 0.716667, 0.42, 1, 5, 3, 0, 0, 0
-0.706667, 0.716667, 0.42, 2, 5, 3, 0, 0, 0
-0.585, 0.716667, 0.42, 3, 5, 3, 0, 0, 0
-0.463333, 0.716667, 0.42, 4, 5, 3, 0, 0, 0
-0.341667, 0.716667, 0.42, 5, 5, 3, 0, 0, 0
-0.22, 0.716667, 0.42, 6, 5, 3, 0, 0, 0
-0.95, 0.87, 0.42, 0, 6, 3, 0, 0, 0
-0.828333, 0.87, 0.42, 1, 6, 3, 0, 0, 0
-0.706667, 0.87, 0.42, 2, 6, 3, 0, 0, 0
-0.585, 0.87, 0.42, 3, 6, 3, 0, 0, 0
-0.463333, 0.87, 0.42, 4, 6, 3, 0, 0, 0
-0.341667, 0.87, 0.42, 5, 6, 3, 0, 0, 0
-0.22, 0.87, 0.42, 6, 6, 3, 0, 0, 0
