"Points : 0", "Points : 1", "Points : 2","i", "j", "k","active : 0", "active : 1", "active : 2"
-0.706667, -0.05, 0.16, 2, 0, 1, 0, 0, 0
-0.585, -0.05, 0.16, 3, 0, 1, 0, 0, 0
-0.463333, -0.05, 0.16, 4, 0, 1, 0, 0, 0
-0.341667, -0.05, 0.16, 5, 0, 1, 0, 0, 0
-0.22, -0.05, 0.16, 6, 0, 1, 0, 0, 0
-0.95, 0.103333, 0.16, 0, 1, 1, 0, 0, 0
-0.812869, 0.0950757, 0.271152, 1, 1, 1, 1, 1, 1
-0.709158, 0.113653, 0.251149, 2, 1, 1, 1, 1, 1
-0.625949, 0.167915, 0.194184, 3, 1, 1, 1, 1, 1
-0.507237, 0.192437, 0.130605, 4, 1, 1, 1, 1, 1
-0.347815, 0.143454, 0.101236, 5, 1, 1, 1, 1, 1
-0.22, 0.103333, 0.16, 6, 1, 1, 0, 0, 0
-0.95, 0.256667, 0.16, 0, 2, 1, 0, 0, 0
-0.805559, 0.279568, 0.286288, 1, 2, 1, 1, 1, 1
-0.712126, 0.282146, 0.285437, 2, 2, 1, 1, 1, 1
-0.635201, 0.245617, 0.274242, 3, 2, 1, 1, 1, 1
-0.575608, 0.32886, 0.222186, 4, 2, 1, 1, 1, 1
-0.407936, 0.346354, 0.099881, 5, 2, 1, 1, 1, 1
-0.22, 0.256667, 0.16, 6, 2, 1, 0, 0, 0
-0.95, 0.41, 0.16, 0, 3, 1, 0, 0, 0
-0.813746, 0.422672, 0.31617, 1, 3, 1, 1, 1, 1
-0.710146, 0.400364, 0.316195, 2, 3, 1, 1, 1, 1
-0.602591, 0.331258, 0.32195, 3, 3, 1, 1, 1, 1
-0.576847, 0.410371, 0.300048, 4, 3, 1, 1, 1, 1
-0.420051, 0.396556, 0.132699, 5, 3, 1, 1, 1, 1
-0.22, 0.41, 0.16, 6, 3, 1, 0, 0, 0
-0.95, 0.563333, 0.16, 0, 4, 1, 0, 0, 0
-0.816633, 0.559398, 0.278422, 1, 4, 1, 1, 1, 1
-0.707805, 0.549802, 0.268806, 2, 4, 1, 1, 1, 1
-0.600572, 0.55701, 0.260017, 3, 4, 1, 1, 1, 1
-0.51369, 0.554148, 0.249758, 4, 4, 1, 1, 1, 1
-0.340658, 0.472306, 0.0160505, 5, 4, 1, 1, 1, 1
-0.22, 0.563333, 0.16, 6, 4, 1, 0, 0, 0
-0.95, 0.716667, 0.16, 0, 5, 1, 0, 0, 0
-0.819841, 0.709904, 0.216766, 1, 5, 1, 1, 1, 1
-0.707865, 0.716799, 0.217918, 2, 5, 1, 1, 1, 1
-0.594642, 0.750204, 0.226234, 3, 5, 1, 1, 1, 1
-0.479809, 0.708196, 0.170254, 4, 5, 1, 1, 1, 1
-0.326058, 0.622128, -0.0781322, 5, 5, 1, 1, 1, 1
-0.22, 0.716667, 0.16, 6, 5, 1, 0, 0, 0
-0.95, 0.87, 0.16, 0, 6, 1, 0, 0, 0
-0.828333, 0.87, 0.16, 1, 6, 1, 0, 0, 0
-0.706667, 0.87, 0.16, 2, 6, 1, 0, 0, 0
-0.585, 0.87, 0.16, 3, 6, 1, 0, 0, 0
-0.463333, 0.87, 0.16, 4, 6, 1, 0, 0, 0
-0.341667, 0.87, 0.16, 5, 6, 1, 0, 0, 0
-0.22, 0.87, 0.16, 6, 6, 1, 0, 0, 0
-0.95, -0.05, 0.29, 0, 0, 2, 0, 0, 0
-0.828333, -0.05, 0.29, 1, 0, 2, 0, 0, 0
-0.706667, -0.05, 0.29, 2, 0, 2, 0, 0, 0
-0.585, -0.05, 0.29, 3, 0, 2, 0, 0, 0
-0.463333, -0.05, 0.29, 4, 0, 2, 0, 0, 0
-0.341667, -0.05, 0.29, 5, 0, 2, 0, 0, 0
-0.22, -0.05, 0.29, 6, 0, 2, 0, 0, 0
-0.95, 0.103333, 0.29, 0, 1, 2, 0, 0, 0
-0.824607, 0.117673, 0.31063, 1, 1, 2, 1, 1, 1
-0.709936, 0.128333, 0.301267, 2, 1, 2, 1, 1, 1
-0.603263, 0.133631, 0.292113, 3, 1, 2, 1, 1, 1
-0.494474, 0.180145, 0.241823, 4, 1, 2, 1, 1, 1
-0.355186, 0.171924, 0.212069, 5, 1, 2, 1, 1, 1
-0.22, 0.103333, 0.29, 6, 1, 2, 0, 0, 0
-0.95, 0.256667, 0.29, 0, 2, 2, 0, 0, 0
-0.828514, 0.31676, 0.317168, 1, 2, 2, 1, 1, 1
-0.734614, 0.353166, 0.265552, 2, 2, 2, 1, 1, 1
-0.614256, 0.263864, 0.277724, 3, 2, 2, 1, 1, 1
-0.582902, 0.392757, 0.251753, 4, 2, 2, 1, 1, 1
-0.457091, 0.474394, 0.0981295, 5, 2, 2, 1, 1, 1
-0.22, 0.256667, 0.29, 6, 2, 2, 0, 0, 0
-0.95, 0.41, 0.29, 0, 3, 2, 0, 0, 0
-0.838645, 0.437133, 0.335947, 1, 3, 2, 1, 1, 1
-0.720645, 0.424729, 0.286803, 2, 3, 2, 1, 1, 1
-0.568452, 0.330802, 0.296777, 3, 3, 2, 1, 1, 1
-0.562876, 0.434827, 0.336501, 4, 3, 2, 1, 1, 1
-0.352665, 0.36951, 0.115095, 5, 3, 2, 1, 1, 1
-0.22, 0.41, 0.29, 6, 3, 2, 0, 0, 0
-0.95, 0.563333, 0.29, 0, 4, 2, 0, 0, 0
-0.82871, 0.56042, 0.324824, 1, 4, 2, 1, 1, 1
-0.702563, 0.540987, 0.317032, 2, 4, 2, 1, 1, 1
-0.583399, 0.539787, 0.335124, 3, 4, 2, 1, 1, 1
-0.482721, 0.526514, 0.329729, 4, 4, 2, 1, 1, 1
-0.236119, 0.353823, 0.0856012, 5, 4, 2, 1, 1, 1
-0.22, 0.563333, 0.29, 6, 4, 2, 0, 0, 0
-0.95, 0.716667, 0.29, 0, 5, 2, 0, 0, 0
-0.82664, 0.708335, 0.306092, 1, 5, 2, 1, 1, 1
-0.707401, 0.70895, 0.303551, 2, 5, 2, 1, 1, 1
-0.589745, 0.725728, 0.322423, 3, 5, 2, 1, 1, 1
-0.470794, 0.714848, 0.286117, 4, 5, 2, 1, 1, 1
-0.31847, 0.650614, 0.0888221, 5, 5, 2, 1, 1, 1
-0.22, 0.716667, 0.29, 6, 5, 2, 0, 0, 0
-0.95, 0.87, 0.29, 0, 6, 2, 0, 0, 0
-0.828333, 0.87, 0.29, 1, 6, 2, 0, 0, 0
-0.706667, 0.87, 0.29, 2, 6, 2, 0, 0, 0
-0.585, 0.87, 0.29, 3, 6, 2, 0, 0, 0
-0.463333, 0.87, 0.29, 4, 6, 2, 0, 0, 0
-0.341667, 0.87, 0.29, 5, 6, 2, 0, 0, 0
-0.22, 0.87, 0.29, 6, 6, 2, 0, 0, 0
-0.95, -0.05, 0.42, 0, 0, 3, 0, 0, 0
-0.828333, -0.05, 0.42, 1, 0, 3, 0, 0, 0
-0.706667, -0.05, 0.42, 2, 0, 3, 0, 0, 0
-0.585, -0.05, 0.42, 3, 0, 3, 0, 0, 0
-0.463333, -0.05, 0.42, 4, 0, 3, 0, 0, 0
-0.341667, -0.05, 0.42, 5, 0, 3, 0, 0, 0
-0.22, -0.05, 0.42, 6, 0, 3, 0, 0, 0
-0.95, 0.103333, 0.42, 0, 1, 3, 0, 0, 0
-0.828333, 0.103333, 0.42, 1, 1, 3, 0, 0, 0
-0.706667, 0.103333, 0.42, 2, 1, 3, 0, 0, 0
-0.585, 0.103333, 0.42, 3, 1, 3, 0, 0, 0
-0.463333, 0.103333, 0.42, 4, 1, 3, 0, 0, 0
-0.341667, 0.103333, 0.42, 5, 1, 3, 0, 0, 0
-0.22, 0.103333, 0.42, 6, 1, 3, 0, 0, 0
-0.95, 0.256667, 0.42, 0, 2, 3, 0, 0, 0
-0.828333, 0.256667, 0.42, 1, 2, 3, 0, 0, 0
-0.706667, 0.256667, 0.42, 2, 2, 3, 0, 0, 0
-0.585, 0.256667, 0.42, 3, 2, 3, 0, 0, 0
-0.463333, 0.256667, 0.42, 4, 2, 3, 0, 0, 0
-0.341667, 0.256667, 0.42, 5, 2, 3, 0, 0, 0
-0.22, 0.256667, 0.42, 6, 2, 3, 0, 0, 0
-0.95, 0.41, 0.42, 0, 3, 3, 0, 0, 0
-0.828333, 0.41, 0.42, 1, 3, 3, 0, 0, 0
-0.706667, 0.41, 0.42, 2, 3, 3, 0, 0, 0
-0.585, 0.41, 0.42, 3, 3, 3, 0, 0, 0
-0.463333, 0.41, 0.42, 4, 3, 3, 0, 0, 0
-0.341667, 0.41, 0.42, 5, 3, 3, 0, 0, 0
-0.22, 0.41, 0.42, 6, 3, 3, 0, 0, 0
-0.95, 0.563333, 0.42, 0, 4, 3, 0, 0, 0
-0.828333, 0.563333, 0.42, 1, 4, 3, 0, 0, 0
-0.706667, 0.563333, 0.42, 2, 4, 3, 0, 0, 0
-0.585, 0.563333, 0.42, 3, 4, 3, 0, 0, 0
-0.463333, 0.563333, 0.42, 4, 4, 3, 0, 0, 0
-0.341667, 0.563333, 0.42, 5, 4, 3, 0, 0, 0
-0.22, 0.563333, 0.42, 6, 4, 3, 0, 0, 0
-0.95, 0.716667, 0.42, 0, 5, 3, 0, 0, 0
-0.828333, 0.716667, 0.42, 1, 5, 3, 0, 0, 0
-0.706667, 0.716667, 0.42, 2, 5, 3, 0, 0, 0
-0.585, 0.716667, 0.42, 3, 5, 3, 0, 0, 0
-0.463333, 0.716667, 0.42, 4, 5, 3, 0, 0, 0
-0.341667, 0.716667, 0.42, 5, 5, 3, 0, 0, 0
-0.22, 0.716667, 0.42, 6, 5, 3, 0, 0, 0
-0.95, 0.87, 0.42, 0, 6, 3, 0, 0, 0
-0.828333, 0.87, 0.42, 1, 6, 3, 0, 0, 0
-0.706667, 0.87, 0.42, 2, 6, 3, 0, 0, 0
-0.585, 0.87, 0.42, 3, 6, 3, 0, 0, 0
-0.463333, 0.87, 0.42, 4, 6, 3, 0, 0, 0
-0.341667, 0.87, 0.42, 5, 6, 3, 0, 0, 0
-0.22, 0.87, 0.42, 6, 6, 3, 0, 0, 0
