"Points : 0", "Points : 1", "Points : 2","i", "j", "k","active : 0", "active : 1", "active : 2"
-0.706667, -0.05, 0.16, 2, 0, 1, 0, 0, 0
-0.585, -0.05, 0.16, 3, 0, 1, 0, 0, 0
-0.463333, -0.05, 0.16, 4, 0, 1, 0, 0, 0
-0.341667, -0.05, 0.16, 5, 0, 1, 0, 0, 0
-0.22, -0.05, 0.16, 6, 0, 1, 0, 0, 0
-0.95, 0.103333, 0.16, 0, 1, 1, 0, 0, 0
-0.8235, 0.0979419, 0.202439, 1, 1, 1, 1, 1, 1
-0.707103, 0.104401, 0.194605, 2, 1, 1, 1, 1, 1
-0.597062, 0.122792, 0.174436, 3, 1, 1, 1, 1, 1
-0.478873, 0.135397, 0.150141, 4, 1, 1, 1, 1, 1
-0.34474, 0.121884, 0.13915, 5, 1, 1, 1, 1, 1
-0.22, 0.103333, 0.16, 6, 1, 1, 0, 0, 0
-0.95, 0.256667, 0.16, 0, 2, 1, 0, 0, 0
-0.820069, 0.257205, 0.203527, 1, 2, 1, 1, 1, 1
-0.705432, 0.255958, 0.206312, 2, 2, 1, 1, 1, 1
-0.604767, 0.256582, 0.205122, 3, 2, 1, 1, 1, 1
-0.509135, 0.289641, 0.176505, 4, 2, 1, 1, 1, 1
-0.36612, 0.293632, 0.132312, 5, 2, 1, 1, 1, 1
-0.22, 0.256667, 0.16, 6, 2, 1, 0, 0, 0
-0.95, 0.41, 0.16, 0, 3, 1, 0, 0, 0
-0.822017, 0.409306, 0.207896, 1, 3, 1, 1, 1, 1
-0.706278, 0.405602, 0.211719, 2, 3, 1, 1, 1, 1
-0.598875, 0.398053, 0.223888, 3, 3, 1, 1, 1, 1
-0.513802, 0.416348, 0.211022, 4, 3, 1, 1, 1, 1
-0.371706, 0.406056, 0.142852, 5, 3, 1, 1, 1, 1
-0.22, 0.41, 0.16, 6, 3, 1, 0, 0, 0
-0.95, 0.563333, 0.16, 0, 4, 1, 0, 0, 0
-0.824236, 0.560933, 0.194374, 1, 4, 1, 1, 1, 1
-0.706556, 0.559111, 0.192386, 2, 4, 1, 1, 1, 1
-0.591134, 0.563776, 0.201175, 3, 4, 1, 1, 1, 1
-0.487336, 0.558468, 0.1989, 4, 4, 1, 1, 1, 1
-0.343207, 0.533409, 0.1062, 5, 4, 1, 1, 1, 1
-0.22, 0.563333, 0.16, 6, 4, 1, 0, 0, 0
-0.95, 0.716667, 0.16, 0, 5, 1, 0, 0, 0
-0.825721, 0.712848, 0.174962, 1, 5, 1, 1, 1, 1
-0.706276, 0.71237, 0.17578, 2, 5, 1, 1, 1, 1
-0.586387, 0.723436, 0.18455, 3, 5, 1, 1, 1, 1
-0.469854, 0.706235, 0.161983, 4, 5, 1, 1, 1, 1
-0.335384, 0.68852, 0.0698852, 5, 5, 1, 1, 1, 1
-0.22, 0.716667, 0.16, 6, 5, 1, 0, 0, 0
-0.95, 0.87, 0.16, 0, 6, 1, 0, 0, 0
-0.828333, 0.87, 0.16, 1, 6, 1, 0, 0, 0
-0.706667, 0.87, 0.16, 2, 6, 1, 0, 0, 0
-0.585, 0.87, 0.16, 3, 6, 1, 0, 0, 0
-0.463333, 0.87, 0.16, 4, 6, 1, 0, 0, 0
-0.341667, 0.87, 0.16, 5, 6, 1, 0, 0, 0
-0.22, 0.87, 0.16, 6, 6, 1, 0, 0, 0
-0.95, -0.05, 0.29, 0, 0, 2, 0, 0, 0
-0.828333, -0.05, 0.29, 1, 0, 2, 0, 0, 0
-0.706667, -0.05, 0.29, 2, 0, 2, 0, 0, 0
-0.585, -0.05, 0.29, 3, 0, 2, 0, 0, 0
-0.463333, -0.05, 0.29, 4, 0, 2, 0, 0, 0
-0.341667, -0.05, 0.29, 5, 0, 2, 0, 0, 0
-0.22, -0.05, 0.29, 6, 0, 2, 0, 0, 0
-0.95, 0.103333, 0.29, 0, 1, 2, 0, 0, 0
-0.827039, 0.105601, 0.297682, 1, 1, 2, 1, 1, 1
-0.706766, 0.10792, 0.294386, 2, 1, 2, 1, 1, 1
-0.590459, 0.111894, 0.292862, 3, 1, 2, 1, 1, 1
-0.4747, 0.13148, 0.275427, 4, 1, 2, 1, 1, 1
-0.346542, 0.130066, 0.262991, 5, 1, 2, 1, 1, 1
-0.22, 0.103333, 0.29, 6, 1, 2, 0, 0, 0
-0.95, 0.256667, 0.29, 0, 2, 2, 0, 0, 0
-0.827285, 0.267705, 0.298696, 1, 2, 2, 1, 1, 1
-0.710246, 0.274482, 0.283479, 2, 2, 2, 1, 1, 1
-0.59545, 0.261487, 0.290716, 3, 2, 2, 1, 1, 1
-0.509422, 0.310364, 0.273232, 4, 2, 2, 1, 1, 1
-0.381095, 0.336128, 0.214847, 5, 2, 2, 1, 1, 1
-0.22, 0.256667, 0.29, 6, 2, 2, 0, 0, 0
-0.95, 0.41, 0.29, 0, 3, 2, 0, 0, 0
-0.830229, 0.412549, 0.304061, 1, 3, 2, 1, 1, 1
-0.709036, 0.411458, 0.290571, 2, 3, 2, 1, 1, 1
-0.588035, 0.400394, 0.298689, 3, 3, 2, 1, 1, 1
-0.505207, 0.423894, 0.304777, 4, 3, 2, 1, 1, 1
-0.34291, 0.397554, 0.217334, 5, 3, 2, 1, 1, 1
-0.22, 0.41, 0.29, 6, 3, 2, 0, 0, 0
-0.95, 0.563333, 0.29, 0, 4, 2, 0, 0, 0
-0.82819, 0.561602, 0.300294, 1, 4, 2, 1, 1, 1
-0.705795, 0.557381, 0.298245, 2, 4, 2, 1, 1, 1
-0.587127, 0.559523, 0.309274, 3, 4, 2, 1, 1, 1
-0.474921, 0.550505, 0.307463, 4, 4, 2, 1, 1, 1
-0.306075, 0.496519, 0.214909, 5, 4, 2, 1, 1, 1
-0.22, 0.563333, 0.29, 6, 4, 2, 0, 0, 0
-0.95, 0.716667, 0.29, 0, 5, 2, 0, 0, 0
-0.827818, 0.713735, 0.294389, 1, 5, 2, 1, 1, 1
-0.706817, 0.713118, 0.293507, 2, 5, 2, 1, 1, 1
-0.58666, 0.719248, 0.303006, 3, 5, 2, 1, 1, 1
-0.467568, 0.712979, 0.290228, 4, 5, 2, 1, 1, 1
-0.332051, 0.69452, 0.220619, 5, 5, 2, 1, 1, 1
-0.22, 0.716667, 0.29, 6, 5, 2, 0, 0, 0
-0.95, 0.87, 0.29, 0, 6, 2, 0, 0, 0
-0.828333, 0.87, 0.29, 1, 6, 2, 0, 0, 0
-0.706667, 0.87, 0.29, 2, 6, 2, 0, 0, 0
-0.585, 0.87, 0.29, 3, 6, 2, 0, 0, 0
-0.463333, 0.87, 0.29, 4, 6, 2, 0, 0, 0
-0.341667, 0.87, 0.29, 5, 6, 2, 0, 0, 0
-0.22, 0.87, 0.29, 6, 6, 2, 0, 0, 0
-0.95, -0.05, 0.42, 0, 0, 3, 0, 0, 0
-0.828333, -0.05, 0.42, 1, 0, 3, 0, 0, 0
-0.706667, -0.05, 0.42, 2, 0, 3, 0, 0, 0
-0.585, -0.05, 0.42, 3, 0, 3, 0, 0, 0
-0.463333, -0.05, 0.42, 4, 0, 3, 0, 0, 0
-0.341667, -0.05, 0.42, 5, 0, 3, 0, 0, 0
-0.22, -0.05, 0.42, 6, 0, 3, 0, 0, 0
-0.95, 0.103333, 0.42, 0, 1, 3, 0, 0, 0
-0.828333, 0.103333, 0.42, 1, 1, 3, 0, 0, 0
-0.706667, 0.103333, 0.42, 2, 1, 3, 0, 0, 0
-0.585, 0.103333, 0.42, 3, 1, 3, 0, 0, 0
-0.463333, 0.103333, 0.42, 4, 1, 3, 0, 0, 0
-0.341667, 0.103333, 0.42, 5, 1, 3, 0, 0, 0
-0.22, 0.103333, 0.42, 6, 1, 3, 0, 0, 0
-0.95, 0.256667, 0.42, 0, 2, 3, 0, 0, 0
-0.828333, 0.256667, 0.42, 1, 2, 3, 0, 0, 0
-0.706667, 0.256667, 0.42, 2, 2, 3, 0, 0, 0
-0.585, 0.256667, 0.42, 3, 2, 3, 0, 0, 0
-0.463333, 0.256667, 0.42, 4, 2, 3, 0, 0, 0
-0.341667, 0.256667, 0.42, 5, 2, 3, 0, 0, 0
-0.22, 0.256667, 0.42, 6, 2, 3, 0, 0, 0
-0.95, 0.41, 0.42, 0, 3, 3, 0, 0, 0
-0.828333, 0.41, 0.42, 1, 3, 3, 0, 0, 0
-0.706667, 0.41, 0.42, 2, 3, 3, 0, 0, 0
-0.585, 0.41, 0.42, 3, 3, 3, 0, 0, 0
-0.463333, 0.41, 0.42, 4, 3, 3, 0, 0, 0
-0.341667, 0.41, 0.42, 5, 3, 3, 0, 0, 0
-0.22, 0.41, 0.42, 6, 3, 3, 0, 0, 0
-0.95, 0.563333, 0.42, 0, 4, 3, 0, 0, 0
-0.828333, 0.563333, 0.42, 1, 4, 3, 0, 0, 0
-0.706667, 0.563333, 0.42, 2, 4, 3, 0, 0, 0
-0.585, 0.563333, 0.42, 3, 4, 3, 0, 0, 0
-0.463333, 0.563333, 0.42, 4, 4, 3, 0, 0, 0
-0.341667, 0.563333, 0.42, 5, 4, 3, 0, 0, 0
-0.22, 0.563333, 0.42, 6, 4, 3, 0, 0, 0
-0.95, 0.716667, 0.42, 0, 5, 3, 0, 0, 0
-0.828333, 0.716667, 0.42, 1, 5, 3, 0, 0, 0
-0.706667, 0.716667, 0.42, 2, 5, 3, 0, 0, 0
-0.585, 0.716667, 0.42, 3, 5, 3, 0, 0, 0
-0.463333, 0.716667, 0.42, 4, 5, 3, 0, 0, 0
-0.341667, 0.716667, 0.42, 5, 5, 3, 0, 0, 0
-0.22, 0.716667, 0.42, 6, 5, 3, 0, 0, 0
-0.95, 0.87, 0.42, 0, 6, 3, 0, 0, 0
-0.828333, 0.87, 0.42, 1, 6, 3, 0, 0, 0
-0.706667, 0.87, 0.42, 2, 6, 3, 0, 0, 0
-0.585, 0.87, 0.42, 3, 6, 3, 0, 0, 0
-0.463333, 0.87, 0.42, 4, 6, 3, 0, 0, 0
-0.341667, 0.87, 0.42, 5, 6, 3, 0, 0, 0
-0.22, 0.87, 0.42, 6, 6, 3, 0, 0, 0
